source,country,bias,factual_reporting,press_freedom,media_type,popularity,mbfc_credibility_rating
mississippivalleypublishing.com,united states,least biased,high,,newspaper,minimal traffic,high credibility
fortmorgantimes.com,usa,least biased,high,mostly free,newspaper,minimal traffic,high credibility
fosters.com,usa,least biased,high,mostly free,newspaper,medium traffic,high credibility
newsbug.info,united states,least biased,high,,newspaper,minimal traffic,high credibility
fourstateshomepage.com,usa,least biased,high,mostly free,tv station,medium traffic,high credibility
france24.com,france,least biased (-1.75),high (1.0),,tv station,high traffic,high credibility
fandmpoll.org,united states,least biased,high,,organization/foundation,minimal traffic,high credibility
thefranklinnewspost.com,usa,least biased,high,mostly free,newspaper,minimal traffic,high credibility
fredericksburg.com,usa,least biased,high,mostly free,newspaper,medium traffic,high credibility
fredericknewspost.com,usa,least biased,high,mostly free,newspaper,medium traffic,high credibility
frederickpolls.com,united states,least biased,mixed,,organization/foundation,minimal traffic,high credibility
fremonttribune.com,usa,least biased,high,mostly free,newspaper,minimal traffic,high credibility
advocate-news.com,usa,least biased,high,mostly free,newspaper,minimal traffic,high credibility
fullfact.org,united kingdom,least biased,high,,organization/foundation,medium traffic,high credibility
gallup.com,usa,least biased,mixed,,organization/foundation,medium traffic,high credibility
gapminder.org,sweden,least biased,high,,organization/foundation,medium traffic,high credibility
gctelegram.com,usa,least biased,high,mostly free,newspaper,minimal traffic,high credibility
garnerleader.com,usa,least biased,high,,newspaper,minimal traffic,high credibility
geek.com,usa,least biased,high,,website,minimal traffic,high credibility
geekwire.com,usa,least biased,high,mostly free,website,medium traffic,high credibility
gilbertsunnews.com,usa,least biased,high,mostly free,newspaper,minimal traffic,high credibility
sun-courier.com,usa,least biased,high,mostly free,newspaper,minimal traffic,high credibility
gladstonedispatch.com,usa,least biased,high,mostly free,newspaper,minimal traffic,high credibility
glasgowtimes.co.uk,united kingdom,least biased,high,,newspaper,high traffic,high credibility
glendalestar.com,usa,least biased,high,mostly free,newspaper,minimal traffic,high credibility
glengariff.com,usa,least biased,mixed,,organization/foundation,minimal traffic,high credibility
postindependent.com,usa,least biased,high,mostly free,newspaper,medium traffic,high credibility
globalsecurity.org,usa,least biased,high,mostly free,website,medium traffic,high credibility
walkfree.org,australia,least biased,high,,website,minimal traffic,high credibility
globegazette.com,usa,least biased,high,,newspaper,medium traffic,high credibility
goodnewsnetwork.org,usa,least biased,high,,website,medium traffic,high credibility
gao.gov,usa,least biased,high,,organization/foundation,medium traffic,high credibility
govtrack.us,usa,least biased,high,,website,medium traffic,high credibility
granitefallsnews.com,usa,least biased,high,mostly free,newspaper,minimal traffic,high credibility
thegraftonnews.com,usa,least biased,high,mostly free,newspaper,minimal traffic,high credibility
theindependent.com,usa,least biased,high,mostly free,newspaper,medium traffic,high credibility
graydc.com,usa,least biased,high,mostly free,tv station/website,minimal traffic,high credibility
greatfallstribune.com,usa,least biased,high,,newspaper,minimal traffic,high credibility
greenbaypressgazette.com,usa,least biased,high,,newspaper,medium traffic,high credibility
greenocktelegraph.co.uk,united kingdom,least biased,high,,newspaper,medium traffic,high credibility
greenvilleonline.com,usa,least biased,high,,newspaper,medium traffic,high credibility
grocerydive.com,usa,least biased,high,,website,minimal traffic,high credibility
ground.news,canada,least biased,mixed,,website/app,high traffic,high credibility
group30.org,usa,least biased,high,,organization/foundation,minimal traffic,high credibility
presstelegram.com,usa,least biased,high,mostly free,newspaper,medium traffic,high credibility
gwinnettdailypost.com,united states,least biased,high,,newspaper,medium traffic,high credibility
ycombinator.com,usa,least biased,mixed,mostly free,website,high traffic,high credibility
hackernoon.com,usa,least biased,high,,website,medium traffic,high credibility
halesowennews.co.uk,united kingdom,least biased,high,,newspaper,minimal traffic,high credibility
halifaxcourier.co.uk,united kingdom,least biased,high,,newspaper,medium traffic,high credibility
halsteadgazette.co.uk,united kingdom,least biased,high,,newspaper,minimal traffic,high credibility
harrowtimes.co.uk,united kingdom,least biased,high,,newspaper,minimal traffic,high credibility
hartfordcitynewstimes.com,united states,least biased,high,,newspaper,minimal traffic,high credibility
harwichandmanningtreestandard.co.uk,united kingdom,least biased,high,,newspaper,minimal traffic,high credibility
standardspeaker.com,usa,least biased,high,mostly free,newspaper,minimal traffic,high credibility
hiawathaworldonline.com,usa,least biased,high,mostly free,newspaper,minimal traffic,high credibility
hamburgreporter.com,usa,least biased,high,mostly free,newspaper,minimal traffic,high credibility
journal-news.com,usa,least biased,high,mostly free,newspaper,medium traffic,high credibility
hampshirechronicle.co.uk,united kingdom,least biased,high,,newspaper,medium traffic,high credibility
hamptonchronicle.com,usa,least biased,high,mostly free,newspaper,minimal traffic,high credibility
hanfordsentinel.com,usa,least biased,mixed,,newspaper,minimal traffic,high credibility
harboroughmail.co.uk,united kingdom,least biased,high,,newspaper,minimal traffic,high credibility
harrogateadvertiser.co.uk,united kingdom,least biased,high,,newspaper,medium traffic,high credibility
hartlepoolmail.co.uk,united kingdom,least biased,high,,newspaper,medium traffic,high credibility
hartresearch.com,usa,least biased,high,,organization/foundation,minimal traffic,high credibility
hbr.org,usa,least biased,high,,magazine,high traffic,high credibility
harvard.edu,usa,least biased,high,,website,medium traffic,high credibility
hastingstribune.com,usa,least biased,high,,newspaper,minimal traffic,high credibility
hdnews.net,usa,least biased,high,mostly free,newspaper,minimal traffic,high credibility
helensburghadvertiser.co.uk,united kingdom,least biased,high,,newspaper,minimal traffic,high credibility
healthcaredive.com,usa,least biased,high,,website,minimal traffic,high credibility
healthcarefinancenews.com,usa,least biased,high,,website,minimal traffic,high credibility
hellomagazine.com,united kingdom,least biased,mixed,,magazine,high traffic,medium credibility
hemeltoday.co.uk,united kingdom,least biased,high,,newspaper,medium traffic,high credibility
henryherald.com,united states,least biased,high,,newspaper,minimal traffic,high credibility
herald-review.com,usa,least biased,high,mostly free,newspaper,medium traffic,high credibility
heritagedaily.com,united kingdom,least biased,mixed,mostly free,website/magazine,medium traffic,medium credibility
dailybreeze.com,usa,least biased,high,mostly free,newspaper,medium traffic,high credibility
herefordtimes.com,united kingdom,least biased,high,,newspaper,medium traffic,high credibility
heterodoxacademy.org,usa,least biased,high,mostly free,organization/foundation,minimal traffic,high credibility
hexham-courant.co.uk,united kingdom,least biased,high,,newspaper,minimal traffic,high credibility
hickoryrecord.com,usa,least biased,high,mostly free,newspaper,medium traffic,high credibility
highereddive.com,usa,least biased,high,,website,minimal traffic,high credibility
hillingdontimes.co.uk,united kingdom,least biased,high,,newspaper,minimal traffic,high credibility
starj.com,usa,least biased,mixed,,newspaper,minimal traffic,high credibility
historynet.com,usa,least biased,mixed,,magazine/website,medium traffic,high credibility
historytoday.com,united kingdom,least biased,high,,magazine,medium traffic,high credibility
holsteinadvance.com,usa,least biased,high,mostly free,newspaper,minimal traffic,high credibility
homelandsecuritynewswire.com,usa,least biased,high,mostly free,website,minimal traffic,high credibility
homernews.com,usa,least biased,high,,newspaper,minimal traffic,high credibility
hoteldive.com,usa,least biased,high,,website,minimal traffic,high credibility
howstuffworks.com,usa,least biased,very high,,website,high traffic,high credibility
howtogeek.com,usa,least biased,very high,mostly free,website,high traffic,high credibility
highpoint.edu,usa,least biased,high,,organization/foundation,minimal traffic,high credibility
hrdive.com,usa,least biased,high,,website,minimal traffic,high credibility
hungryhorsenews.com,usa,least biased,high,,newspaper,minimal traffic,high credibility
idacountycourier.com,usa,least biased,high,mostly free,newspaper,minimal traffic,high credibility
idahostatesman.com,usa,least biased,high,,website,medium traffic,high credibility
ilkleygazette.co.uk,united kingdom,least biased,high,,newspaper,medium traffic,high credibility
inc.com,usa,least biased,high,,magazine,high traffic,high credibility
communitynewspapergroup.com,united states,least biased,high,,newspaper,minimal traffic,high credibility
examiner.net,usa,least biased,high,mostly free,newspaper,minimal traffic,high credibility
iol.co.za,south africa,least biased,mixed,,website,high traffic,medium credibility
helenair.com,usa,least biased,high,mostly free,newspaper,medium traffic,high credibility
ivn.us,usa,least biased,high,mostly free,organization/foundation,minimal traffic,high credibility
indexmundi.com,usa,least biased,high,,website,medium traffic,high credibility
indystar.com,usa,least biased,high,mostly free,newspaper,high traffic,high credibility
industryweek.com,usa,least biased,high,,website,mimimal traffic,high credibility
dailybulletin.com,usa,least biased,high,mostly free,newspaper,medium traffic,high credibility
insidenova.com,united states,least biased,high,,website,medium traffic,high credibility
